carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9887.6
0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,768.0
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1315.6
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,3515.2
0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1831.4
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,2234.8
0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,2112.4
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4754.2
0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,642.4
0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,3847.6
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,9226.6
0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2811.0
1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,6098.6
0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1312.4
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,781.0
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,914.8
0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,966.2
0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,1044.4
0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,1956.8
1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,9204.2
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1246.8
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1773.6
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,747.0
0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,761.2
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,790.8
0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,2712.8
1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,4877.6
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,560.4
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2274.6
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1295.6
0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1033.2
0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,928.2
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,8788.0
0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,784.8
1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,3940.2
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,8085.0
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,3524.4
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1204.4
0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,926.8
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,1000.2
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2491.2
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,5651.2
0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1383.0
0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3342.2
1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3796.4
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1616.2
1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5374.4
0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,1357.4
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,796.8
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,1504.8
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2001.2
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3083.0
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2385.4
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,599.8
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1603.8
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1284.4
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1302.0
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,7872.2
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,963.6
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2785.6
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,5183.4
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5545.6
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,12261.0
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,490.8
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,715.4
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,4709.6
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3417.8
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,2439.6
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1633.8
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,5992.6
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,1182.8
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3724.0
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,14453.0
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,4220.0
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,2948.6
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,684.8
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,950.6
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,589.6
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4305.8
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3012.0
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1397.0
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1680.8
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,7190.8
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2415.8
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15373.0
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,922.4
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,708.8
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,836.4
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,827.4
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1863.2
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,801.4
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2288.4
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,10950.8
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,992.6
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,15373.0
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1109.8
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1258.4
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2361.4
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,5050.0
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1792.2
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,721.0
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1250.8
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,2907.4
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,1054.8
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,550.4
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,15059.4
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,1988.2
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,7153.4
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,11080.4
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1328.6
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,895.0
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2263.0
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1134.2
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1445.6
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7465.2
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,7964.2
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,773.0
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,9682.0
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2478.8
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,590.0
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1276.0
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1955.6
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4811.6
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,6848.8
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1001.6
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,5178.2
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,980.2
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,903.6
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,10478.8
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,996.8
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,3951.8
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4278.2
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,5088.2
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,6519.2
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,11233.6
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2006.8
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4594.6
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,14445.8
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1376.2
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,675.2
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,6638.4
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1026.6
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,549.8
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,649.6
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1158.6
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,3663.2
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3231.6
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,5678.2
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,431.0
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,8874.2
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,582.4
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2056.4
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,992.0
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,759.0
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,16102.4
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,692.4
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3104.8
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,589.4
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,1841.4
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,631.6
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5305.4
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,4274.6
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,2608.6
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2769.2
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,2596.6
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,673.0
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,16369.6
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2158.6
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4636.8
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5164.6
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4430.6
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2591.4
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1024.0
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,909.0
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4358.8
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,709.0
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3254.2
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,796.6
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,6882.8
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,5517.8
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,776.0
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,698.8
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2088.8
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,4308.4
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,881.4
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,9682.4
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,2766.0
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,6965.0
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1172.8
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4612.6
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,4171.6
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,14334.0
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,655.2
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,709.0
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,3120.6
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,2925.8
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,4328.6
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,4803.0
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,10862.0
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,985.0
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1438.2
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,700.6
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,3515.2
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,783.6
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,677.6
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,674.0
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3349.4
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4053.0
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,3569.2
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1202.6
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,1981.2
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,2924.4
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,7515.4
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,959.0
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,2607.8
0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,1871.8
1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,4594.2
1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,11101.2
0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,958.0
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2475.2
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,543.4
0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,2218.4
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,4927.4
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,788.0
0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,812.4
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,5320.8
1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,6471.8
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,699.6
0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,2684.2
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,580.2
0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3391.0
0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,767.8
1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,7960.8
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,2733.8
0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,3007.0
0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2538.6
1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,4155.4
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2272.6
0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,516.4
1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,4608.2
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,6083.0
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4442.8
0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,992.8
0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,1714.4
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,2908.2
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,674.4
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3492.4
1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,3933.2
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,7822.8
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,7571.0
0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,1613.4
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,2847.0
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,1121.4
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,5187.8
0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,841.0
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,418.2
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,651.4
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,2775.6
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,5857.2
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,7555.0
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,16492.0
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4505.4
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,941.8
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,543.8
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3535.0
1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,6172.6
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,4518.8
1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,4249.6
1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23,6677.6
0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,738.4
1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,4971.6
0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,518.4
1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,5816.4
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,8076.6
1.2,Very Good,H,SI2,62.1,59.0,6.75,6.8,4.21,5293.6
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,693.4
0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,794.4
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,5401.2
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,554.2
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,17483.6
0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67,420.8
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,2355.6
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09,12980.8
0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,716.2
0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,432.0
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,16918.4
0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,444.2
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,4281.6
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,12747.6
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,5164.2
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,5211.4
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,3575.4
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,9210.2
0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,1901.2
0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7,897.6
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,374.6
0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56,2303.0
0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73,430.6
0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78,4124.0
0.5,Good,J,VS2,63.2,60.0,5.01,5.06,3.18,1067.2
1.01,Very Good,G,SI1,62.0,63.0,6.34,6.25,3.9,4661.0
1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88,5269.0
0.37,Ideal,F,VS2,60.6,56.0,4.63,4.64,2.81,824.6
0.52,Good,E,VS2,58.3,61.0,5.26,5.31,3.08,1569.6
1.51,Good,I,SI1,63.9,63.0,7.2,7.17,4.59,6956.6
2.09,Premium,H,SI2,61.0,60.0,8.28,8.19,5.02,14454.4
0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58,2339.0
0.71,Premium,D,VVS1,59.2,59.0,5.88,5.84,3.47,6018.2
0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,911.2
0.35,Premium,E,VS2,60.9,59.0,4.54,4.56,2.77,853.8
0.51,Very Good,G,SI1,62.7,59.0,5.07,5.13,3.2,1237.6
0.74,Ideal,F,VS1,61.9,54.0,5.78,5.82,3.59,3637.2
1.04,Premium,J,SI2,62.0,59.0,6.49,6.47,4.02,3578.6
0.34,Premium,H,VS1,61.4,59.0,4.53,4.5,2.77,735.8
0.34,Ideal,G,IF,61.3,56.0,4.52,4.55,2.78,975.0
0.5,Very Good,D,SI1,61.0,61.0,5.08,5.11,3.11,1425.4
1.1,Ideal,F,VS2,61.4,56.0,6.68,6.64,4.09,7578.8
0.73,Ideal,D,VS2,61.4,56.0,5.81,5.78,3.56,3628.2
0.5,Ideal,E,SI2,62.8,55.0,5.08,5.05,3.18,1216.0
0.77,Ideal,D,SI1,62.3,56.0,5.84,5.87,3.65,3340.8
0.41,Premium,D,VS1,60.6,59.0,4.84,4.8,2.92,1204.6
1.01,Premium,E,VS2,62.5,58.0,6.44,6.4,4.01,6291.4
0.72,Ideal,F,SI2,62.4,55.0,5.72,5.76,3.58,2355.0
1.51,Premium,F,SI2,59.9,58.0,7.53,7.46,4.49,7528.4
0.53,Very Good,F,VS1,60.6,57.0,5.21,5.25,3.17,1724.0
1.07,Very Good,H,SI1,60.4,58.0,6.67,6.73,4.05,5198.8
0.72,Ideal,D,VS2,62.6,58.0,5.7,5.73,3.58,3185.4
1.04,Good,G,VS1,63.8,57.0,6.43,6.4,4.09,6643.2
0.9,Very Good,F,SI2,61.1,54.0,6.27,6.29,3.84,3721.4
0.5,Ideal,J,VS2,61.6,56.0,5.08,5.14,3.15,1054.8
0.4,Very Good,J,IF,62.7,60.0,4.64,4.7,2.93,757.2
0.35,Ideal,F,VS2,62.5,57.0,4.5,4.53,2.82,706.0
0.73,Very Good,I,VVS2,62.3,58.0,5.75,5.78,3.59,2420.6
1.02,Very Good,D,SI1,63.3,60.0,6.33,6.38,4.02,5489.8
0.97,Ideal,H,VS2,62.9,56.0,6.35,6.31,3.98,4900.4
0.38,Ideal,H,SI1,62.0,54.0,4.66,4.72,2.91,705.8
0.4,Ideal,G,VVS1,60.2,60.0,4.78,4.82,2.89,1087.2
1.5,Premium,F,VS1,62.2,60.0,7.3,7.27,4.53,14926.4
0.41,Premium,J,VVS1,62.2,59.0,4.75,4.71,2.94,938.2
1.0,Good,G,VVS2,61.6,60.0,6.34,6.38,3.92,7239.6
0.75,Very Good,D,SI2,63.6,58.0,5.71,5.76,3.65,2674.2
1.2,Ideal,G,VS1,62.0,57.0,6.81,6.78,4.21,8032.8
0.3,Ideal,F,IF,62.1,54.0,4.32,4.35,2.69,904.6
0.85,Ideal,E,VS2,59.3,57.0,6.19,6.22,3.68,5183.4
0.38,Very Good,E,VS2,60.3,58.0,4.67,4.72,2.83,837.6
0.43,Ideal,I,VVS1,63.0,56.0,4.86,4.83,3.05,917.2
0.75,Premium,E,VS2,62.1,57.0,5.9,5.79,3.63,3238.0
0.9,Very Good,I,SI2,60.4,58.0,6.25,6.31,3.79,3323.2
1.57,Premium,J,SI2,59.6,56.0,7.59,7.5,4.5,6084.4
1.16,Ideal,F,VVS2,60.5,58.0,6.77,6.85,4.12,10774.0
0.7,Very Good,D,VS2,61.8,55.0,5.68,5.72,3.52,3140.8
0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85,4223.8
1.01,Ideal,H,SI1,60.4,58.0,6.47,6.5,3.92,5377.2
0.31,Ideal,E,SI1,62.7,54.0,4.36,4.35,2.73,573.6
2.02,Ideal,H,SI2,62.4,56.0,8.14,8.04,5.06,11698.4
