carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,15403.443874586306
1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,9216.29174740114
0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,1256.8650882132938
1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,5902.679832143991
0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,2044.1539247400383
0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,-281.1956775267231
0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,-105.44764181525488
0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2629.3184020588146
0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,2670.42903617396
0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,3936.471480510037
1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,8539.924955094366
1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5587.165989952577
0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1516.8831857528717
1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,9158.071151049178
1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3974.474312744967
0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,-872.7321986643851
0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,423.4145573930441
0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2192.8428331807922
2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13438.312614567736
1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,8273.127835035228
1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6407.096303052718
2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,13960.779817405064
0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,-389.8961065344706
0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1891.8520004190473
1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5411.0145422024525
0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,1847.6422618265046
0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,1652.8421654963354
0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,-147.98651954221532
0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,4376.0120996037585
1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9181.805686149833
0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,218.31606357322426
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1156.907723591417
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,3639.141790195769
0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1595.1452915015939
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1780.4406033872651
0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,3394.3215200070485
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,5096.05514654897
0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,-59.99464844025488
0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,4513.113485940186
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,7551.835991755948
0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2698.443369083376
1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,6134.754207111224
0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1507.6789873697976
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,1429.8381134780561
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,7.7890933010244225
0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,1991.1275834731891
0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,1516.827853623627
0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,2324.9366281411035
1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,8235.602078656653
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,2071.5988508099467
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,2498.1040596739226
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,280.0130763762695
0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,991.2854224471162
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,336.858715298923
0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3161.889938310372
1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,5436.661670297175
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,21.296399288830344
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2405.4970590304624
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,2501.2517765849684
0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1094.6452045009987
0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1277.838646083363
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,9065.323361587749
0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,594.5309838574217
1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,4620.212969730279
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7495.19645531758
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,4056.868583846501
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,655.6223496862863
0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1849.6678829320495
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,1875.721908402235
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2763.8664201623455
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,6355.710504128097
0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,2394.033721820518
0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3919.6087243954958
1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,5871.254497038404
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1815.5794968926552
1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5868.099065788481
0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,2458.2256448781704
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,164.48038287049576
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,3076.9739735958897
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2757.902268362203
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,4284.666409106467
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2970.7451207603976
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,-291.43669431785565
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1708.844934170877
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,759.3737522190681
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,959.7097149066917
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,9546.400165319215
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,1414.7851130766253
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3292.052157827448
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,5373.675505316258
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5848.50547167542
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,10476.35195509772
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,-341.15149507319074
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,-91.24251509148598
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,5655.764631287742
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3561.33854993479
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,3718.764546455474
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1841.42307851344
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,5748.538219927397
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,513.0944458032077
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3795.79639750632
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,13736.89188880977
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,5013.5212592527605
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3366.822243365468
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,-552.8015600035942
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,860.9817373750425
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,98.46939929968948
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4911.498361117043
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3826.0523529061525
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1575.0868725113164
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,2535.168873121011
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,6293.758986079238
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,3032.291804021385
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,14563.368230157621
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,478.37604076514936
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,148.71326131879187
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,209.0642646949109
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,391.90362408560895
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,915.4614433836337
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,845.7008171884522
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2306.4709921895596
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,9003.817479388072
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,1925.0185307812103
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,14661.621621215161
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,469.44977268505727
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,675.2413277622404
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2703.200046816359
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,5016.137204266328
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,2012.9987869921592
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,195.5355995143409
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,778.394690736855
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,4011.388671120731
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,328.0109905237023
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,-840.5370923730284
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,13929.879175946206
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2840.034455676379
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,6296.068395634362
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,9424.792434503348
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1168.3091331945166
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,673.890454832002
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2823.312504363667
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1910.6700852083145
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1281.9139568096602
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7081.934532723437
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,7939.610806337163
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,785.368022869678
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,8997.889677268004
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2651.917831001321
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,569.1531004372969
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1602.0373696958354
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1548.7021726115022
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4550.891759784379
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,7247.794197067909
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,264.1835720077652
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,5744.308972726778
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,-342.2059293432467
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,1629.657610039228
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,8991.026343119813
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1807.0046960927107
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,4084.754928342862
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4907.419025620615
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,5285.372731138805
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7345.364807705017
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,10071.030747953215
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2892.9015375462172
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4292.324995712401
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,15825.936236866006
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1381.181076419482
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,778.9792778181259
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,6127.719804711138
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1316.4358256851751
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,1301.845691255236
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,799.1518450924309
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,810.6273353154443
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,4061.5123314340703
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,4281.824715783736
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,6316.465275761564
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,-1043.1680174955923
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9335.901729145333
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,-20.395337882051535
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,3331.7522455179937
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,1132.2996100457945
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,79.72268290974262
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,14111.46507683331
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,831.1039486659424
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3984.3876099667473
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,-49.080614136834356
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2638.767733054225
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,-216.01292049743688
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5924.15540902033
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,5376.161070500586
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,3388.335675124023
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,3069.949458321946
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,4633.460554472445
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,-149.4757078920302
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,18417.310630189277
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,3027.462883908653
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,5283.465364412632
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5629.146397682745
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4942.169229496618
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2927.7391756230695
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1301.2538306480678
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,-9.36319071238313
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4567.081083171304
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,945.3393707077034
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3797.4106696716076
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,130.97626600611784
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,8052.796579563776
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,6275.886066763174
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,256.6434610326587
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,691.8023063100504
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,1961.5552645221073
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,4544.298113746305
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,1646.5235176004612
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,8456.091820133288
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3258.7484053093344
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,6571.869237091652
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,428.8580940786146
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,5156.223798049756
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,4189.293453779181
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,15140.18238374197
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,72.77790217036363
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,93.80493728866395
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,3797.6299064509217
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,4096.822180552699
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,4932.898876091511
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,5395.032096002909
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,9962.515836940083
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1274.0299673640206
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1156.5512499835627
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,-796.9080403096209
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,3658.8236905218505
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,1199.776031357465
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,238.67542139705347
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,1026.8614627597194
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3285.3005665287824
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4680.009111353136
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,3690.3422126389028
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,2187.90858771612
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2785.749555167315
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3670.714787102484
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,6571.782562921306
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,960.2943019879626
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,3043.503812372863
0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,1505.9777231279081
1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,4413.644371252694
1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,10716.09531276901
0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,844.1559788031377
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2332.9166381386417
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,-297.55239117613473
0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,1629.5778755046636
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,5983.610286151565
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,226.08953027350026
0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,273.1223123184486
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,6233.451921192807
1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,5799.885847374817
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,189.9893094955687
0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,2741.776724564985
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,59.95650114076989
0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3693.672280114011
0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,1171.860941503785
1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,9736.685907928964
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,3047.2544496405185
0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,3265.500095228343
0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,3132.4899861424124
1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,5516.525136478884
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2170.01072656141
0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,-1337.7131826153786
1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,5240.2327707337845
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,6123.709130914127
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,5277.605680624847
0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,391.83311171459945
0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,2027.6719060236996
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,3703.3406413098687
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,-169.7886218600579
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3836.1877117664994
1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,4506.41266387858
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,8705.17801978155
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,6578.934222159332
0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,1485.841738180909
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,3991.3350202902325
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,2155.052104401137
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,5639.719678053401
0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,700.240521042168
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,-1408.1986875122643
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,1.6144989627491668
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,3686.9278624096282
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,6023.254821772678
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,7008.868643588086
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,15429.330193199026
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4910.445462234864
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,2171.601468057934
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,-199.77075436352106
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3869.691828630878
1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,6947.118691383252
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,4693.091822778266
1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,4766.051611858578
1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23,6477.349988923581
0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,-87.14755854031364
1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,5525.408006813881
0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,261.44211638405477
1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,7045.793967681035
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,6500.307081392368
1.2,Very Good,H,SI2,62.1,59.0,6.75,6.8,4.21,5777.4791939689585
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,-73.97654090216201
0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,1329.6951495363478
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,6600.0178619617855
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,-682.531152712862
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,14215.397972590583
0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67,-1512.6947938629087
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,1897.20605695703
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09,14035.5655253091
0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,-43.46534713493111
0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,-600.6981562740871
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,11269.690734003447
0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,-830.4686632378093
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,5435.23896954824
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,13474.89632738834
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,5018.577657026401
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,7005.065507731622
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,4341.234463195589
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,9528.56956646848
0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,1461.6354059425398
0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7,1844.246121965844
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,-458.24650290003865
